issue,rule,path,baseline_line,disposition,evidence
AaCOzaU_kcuVuZeQceCF,python:S3776,plugins/sqlseed-ai/src/sqlseed_ai/repair/strategies.py,653,implemented_pending_remote_scan,"Separate range-bound collection/aggregation, source-shape normalization, inverted-bound reanchoring and database-failure parsing; use early guards and first-match enum lookup while preserving validation order."
AaCOzaTxkcuVuZeQceB3,python:S3516,plugins/sqlseed-ai/src/sqlseed_ai/validator/cross_column.py,44,implemented_pending_remote_scan,Remove no-op FK/semantic placeholder checks; preserve public validate signature; extract two-column cycle check with identical traversal order.
AaCOzaTxkcuVuZeQceB5,python:S1172,plugins/sqlseed-ai/src/sqlseed_ai/validator/cross_column.py,135,implemented_pending_remote_scan,Remove no-op FK/semantic placeholder checks; preserve public validate signature; extract two-column cycle check with identical traversal order.
AaCOzaTxkcuVuZeQceB6,python:S1172,plugins/sqlseed-ai/src/sqlseed_ai/validator/cross_column.py,136,implemented_pending_remote_scan,Remove no-op FK/semantic placeholder checks; preserve public validate signature; extract two-column cycle check with identical traversal order.
AaCOzaTxkcuVuZeQceB7,python:S3776,plugins/sqlseed-ai/src/sqlseed_ai/validator/cross_column.py,141,implemented_pending_remote_scan,Remove no-op FK/semantic placeholder checks; preserve public validate signature; extract two-column cycle check with identical traversal order.
AaCOzaT3kcuVuZeQceB8,python:S3776,plugins/sqlseed-ai/src/sqlseed_ai/validator/main.py,46,implemented_pending_remote_scan,"Separate range-bound collection/aggregation, source-shape normalization, inverted-bound reanchoring and database-failure parsing; use early guards and first-match enum lookup while preserving validation order."
AaCOzaTikcuVuZeQceBz,python:S3776,plugins/sqlseed-ai/src/sqlseed_ai/validator/single_column.py,54,implemented_pending_remote_scan,"Separate range-bound collection/aggregation, source-shape normalization, inverted-bound reanchoring and database-failure parsing; use early guards and first-match enum lookup while preserving validation order."
AaCOzaTikcuVuZeQceB0,python:S3776,plugins/sqlseed-ai/src/sqlseed_ai/validator/single_column.py,214,implemented_pending_remote_scan,"Separate range-bound collection/aggregation, source-shape normalization, inverted-bound reanchoring and database-failure parsing; use early guards and first-match enum lookup while preserving validation order."
AaCOzaRqkcuVuZeQceBY,python:S9073,plugins/sqlseed-ai/tests/test_auto_heal_orchestrator.py,1791,implemented_pending_remote_scan,Split independent result assertions so each failing condition is diagnosed directly.
AaCOzaRqkcuVuZeQceBZ,python:S9073,plugins/sqlseed-ai/tests/test_auto_heal_orchestrator.py,1839,implemented_pending_remote_scan,Split independent result assertions so each failing condition is diagnosed directly.
AaCOzaRqkcuVuZeQceBa,python:S9073,plugins/sqlseed-ai/tests/test_auto_heal_orchestrator.py,1877,implemented_pending_remote_scan,Split independent result assertions so each failing condition is diagnosed directly.
AaCOzaR4kcuVuZeQceBb,python:S9073,plugins/sqlseed-ai/tests/test_healer_candidate_contract.py,148,implemented_pending_remote_scan,Split actual fill count and error-list assertions.
AaCOzaRVkcuVuZeQceBW,python:S5778,plugins/sqlseed-ai/tests/test_runtime.py,123,implemented_pending_remote_scan,Separated per-column L2 attempt recording and per-table field restoration; moved failed-round routing ahead of successful candidate handling; removed redundant success flag; explicit next-level branching and dict.fromkeys. Exception tests construct AIConfig outside raises scope.
AaCOzaRVkcuVuZeQceBX,python:S5778,plugins/sqlseed-ai/tests/test_runtime.py,139,implemented_pending_remote_scan,Separated per-column L2 attempt recording and per-table field restoration; moved failed-round routing ahead of successful candidate handling; removed redundant success flag; explicit next-level branching and dict.fromkeys. Exception tests construct AIConfig outside raises scope.
AaCOzalakcuVuZeQcePr,secrets:S6698,plugins/sqlseed-cli/src/sqlseed_cli/main.py,36,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzalakcuVuZeQcePp,python:S1192,plugins/sqlseed-cli/src/sqlseed_cli/main.py,258,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzalrkcuVuZeQcePs,python:S9073,plugins/sqlseed-cli/tests/test_cli.py,168,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCWGRdSwC-Yvzve39bm,python:S5332,plugins/sqlseed-web/src/sqlseed_web/_application.py,26,implemented_pending_remote_scan,Host头仅解析authority，不发起网络连接；改用network-path reference //host保留loopback/port/userinfo/path校验且明确无传输协议。
AaCWGRdSwC-Yvzve39bn,python:S5332,plugins/sqlseed-web/src/sqlseed_web/_application.py,26,implemented_pending_remote_scan,Host头仅解析authority，不发起网络连接；改用network-path reference //host保留loopback/port/userinfo/path校验且明确无传输协议。
AaCOzajJkcuVuZeQceOJ,python:S6418,plugins/sqlseed-web/src/sqlseed_web/ai_settings.py,101,false_positive_pending_remote,"The api_key value here is the literal session_or_environment, a storage-policy description returned by storage_info. It is not an API credential and cannot authenticate any request. Actual credentials are resolved from the current environment/session and are excluded from persistent settings."
AaCOzajJkcuVuZeQceOK,python:S3776,plugins/sqlseed-web/src/sqlseed_web/ai_settings.py,161,implemented_pending_remote_scan,"Extracted independently named validation, scope resolution, framing, or endpoint responsibilities to reduce nesting while retaining the existing order of side effects."
AaCOzajJkcuVuZeQceOL,python:S7519,plugins/sqlseed-web/src/sqlseed_web/ai_settings.py,191,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzajJkcuVuZeQceOM,python:S108,plugins/sqlseed-web/src/sqlseed_web/ai_settings.py,194,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzajckcuVuZeQceOY,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,121,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOp,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,153,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOq,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,157,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOP,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,305,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOQ,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,307,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOR,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,326,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOS,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,400,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOU,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,479,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOV,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,481,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOW,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,490,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOX,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,535,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOZ,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,548,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOa,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,550,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOb,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,578,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOc,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,617,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOf,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,637,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOe,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,648,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOd,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,660,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOg,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,699,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOh,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,701,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
AaCOzajckcuVuZeQceOi,python:S8415,plugins/sqlseed-web/src/sqlseed_web/api.py,703,implemented_pending_remote_scan,"Documented concrete HTTP error statuses on every local route reaching this exception, including shared error context managers; descriptions use standard HTTP status names."
